"Journal" "Ais" "Ford" "Quantile" "Quantile 2017"
"REVISTA DE CIENCIA POLITICA" 0.177 "POLITICAL_SCIENCE" 0.83 0.849
"PACIFIC FOCUS" 0.175 "POLITICAL_SCIENCE" 0.834 0.913
"SPACE POLICY" 0.174 "POLITICAL_SCIENCE" 0.838 0.873
"POLITY" 0.169 "POLITICAL_SCIENCE" 0.842 0.635
"CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA" 0.161 "POLITICAL_SCIENCE" 0.846 0.837
"EMERGING MARKETS FINANCE AND TRADE" 0.16 "POLITICAL_SCIENCE" 0.849 0.861
"CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE" 0.159 "POLITICAL_SCIENCE" 0.853 0.833
"ASIA EUROPE JOURNAL" 0.155 "POLITICAL_SCIENCE" 0.857 0.802
"AUSTRIAN JOURNAL OF POLITICAL SCIENCE" 0.146 "POLITICAL_SCIENCE" 0.861 0.984
"ETHICS & GLOBAL POLITICS" 0.145 "POLITICAL_SCIENCE" 0.865 0.702
"PHILIPPINE POLITICAL SCIENCE JOURNAL" 0.14 "POLITICAL_SCIENCE" 0.869 0.937
"INDEPENDENT REVIEW" 0.135 "POLITICAL_SCIENCE" 0.873 0.889
"POLITISCHE VIERTELJAHRESSCHRIFT" 0.12 "POLITICAL_SCIENCE" 0.876 0.893
"ASIAN JOURNAL OF WTO & INTERNATIONAL HEALTH LAW AND POLICY" 0.117 "POLITICAL_SCIENCE" 0.88 0.94
"CURRENT HISTORY" 0.115 "POLITICAL_SCIENCE" 0.884 0.869
"JOURNAL OF AUSTRALIAN POLITICAL ECONOMY" 0.108 "POLITICAL_SCIENCE" 0.888 0.885
"WAR IN HISTORY" 0.103 "POLITICAL_SCIENCE" 0.892 0.817
"KOREA OBSERVER" 0.095 "POLITICAL_SCIENCE" 0.896 0.909
"REVISTA BRASILEIRA DE POLITICA INTERNACIONAL" 0.08 "POLITICAL_SCIENCE" 0.9 0.905
"TRANSYLVANIAN REVIEW OF ADMINISTRATIVE SCIENCES" 0.077 "POLITICAL_SCIENCE" 0.903 0.944
"REVISTA DE ESTUDIOS POLITICOS" 0.069 "POLITICAL_SCIENCE" 0.907 0.933
"GESTION Y POLITICA PUBLICA" 0.058 "POLITICAL_SCIENCE" 0.911 0.96
"LEX LOCALIS-JOURNAL OF LOCAL SELF-GOVERNMENT" 0.056 "POLITICAL_SCIENCE" 0.915 0.921
"ROMANIAN JOURNAL OF POLITICAL SCIENCE" 0.052 "POLITICAL_SCIENCE" 0.919 0.917
"KOREAN JOURNAL OF DEFENSE ANALYSIS" 0.043 "POLITICAL_SCIENCE" 0.923 0.968
"POLITICKA EKONOMIE" 0.038 "POLITICAL_SCIENCE" 0.927 0.948
"TELOS" 0.036 "POLITICAL_SCIENCE" 0.931 0.929
"OSTEUROPA" 0.035 "POLITICAL_SCIENCE" 0.934 0.964
"REVISTA DEL CLAD REFORMA Y DEMOCRACIA" 0.025 "POLITICAL_SCIENCE" 0.938 0.952
"ULUSLARARASI ILISKILER-INTERNATIONAL RELATIONS" 0.024 "POLITICAL_SCIENCE" 0.942 0.956
"AMME IDARESI DERGISI" 0.016 "POLITICAL_SCIENCE" 0.946 0.976
"CIVIL SZEMLE" 0.005 "POLITICAL_SCIENCE" 0.95 0.98
"INTERNASJONAL POLITIKK" 0.004 "POLITICAL_SCIENCE" 0.954 0.972
"POLITICAL SCIENCE RESEARCH AND METHODS" 0 "POLITICAL_SCIENCE" 0.958 NA
"POLICY AND INTERNET" 0 "POLITICAL_SCIENCE" 0.961 NA
"PUBLIC POLICY AND ADMINISTRATION" 0 "POLITICAL_SCIENCE" 0.965 1
"CONTEMPORARY SECURITY POLICY" 0 "POLITICAL_SCIENCE" 0.969 NA
"EUROPEAN SECURITY" 0 "POLITICAL_SCIENCE" 0.973 NA
"POLITICS AND GOVERNANCE" 0 "POLITICAL_SCIENCE" 0.977 NA
"HUMAN RIGHTS LAW REVIEW" 0 "POLITICAL_SCIENCE" 0.981 NA
"JOURNAL OF CONTEMPORARY EUROPEAN STUDIES" 0 "POLITICAL_SCIENCE" 0.985 NA
"NATIONALITIES PAPERS-THE JOURNAL OF NATIONALISM AND ETHNICITY" 0 "POLITICAL_SCIENCE" 0.988 NA
"INTELLIGENCE AND NATIONAL SECURITY" 0 "POLITICAL_SCIENCE" 0.992 NA
"JOURNAL OF CHINESE POLITICAL SCIENCE" 0 "POLITICAL_SCIENCE" 0.996 0.988
"PRESIDENTIAL STUDIES QUARTERLY" 0 "POLITICAL_SCIENCE" 1 0.996
"ANNUAL REVIEW OF ASTRONOMY AND ASTROPHYSICS" 20.581 "PHYSICAL_SCIENCES" 0.002 0.002
"REVIEWS OF MODERN PHYSICS" 19.803 "PHYSICAL_SCIENCES" 0.004 0.004
"NATURE MATERIALS" 16.602 "PHYSICAL_SCIENCES" 0.006 0.006
"NATURE PHOTONICS" 14.359 "PHYSICAL_SCIENCES" 0.008 0.008
"LIVING REVIEWS IN RELATIVITY" 14.106 "PHYSICAL_SCIENCES" 0.01 0.01
"ADVANCES IN PHYSICS" 13.05 "PHYSICAL_SCIENCES" 0.012 0.012
"NATURE PHYSICS" 11.338 "PHYSICAL_SCIENCES" 0.014 0.014
"ANNUAL REVIEW OF CONDENSED MATTER PHYSICS" 10.464 "PHYSICAL_SCIENCES" 0.016 0.016
"PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS" 8.664 "PHYSICAL_SCIENCES" 0.018 0.02
"LIVING REVIEWS IN SOLAR PHYSICS" 8.261 "PHYSICAL_SCIENCES" 0.02 0.018
"MATERIALS SCIENCE & ENGINEERING R-REPORTS" 7.898 "PHYSICAL_SCIENCES" 0.022 0.026
"ANNUAL REVIEW OF FLUID MECHANICS" 7.69 "PHYSICAL_SCIENCES" 0.024 0.024
"REPORTS ON PROGRESS IN PHYSICS" 7.162 "PHYSICAL_SCIENCES" 0.025 0.028
"ADVANCES IN OPTICS AND PHOTONICS" 6.493 "PHYSICAL_SCIENCES" 0.027 0.032
"ASTRONOMY AND ASTROPHYSICS REVIEW" 6.285 "PHYSICAL_SCIENCES" 0.029 0.022
"PHYSICAL REVIEW X" 6.256 "PHYSICAL_SCIENCES" 0.031 0.03
"ADVANCED MATERIALS" 5.816 "PHYSICAL_SCIENCES" 0.033 0.036
"ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES" 5.509 "PHYSICAL_SCIENCES" 0.035 0.034
"ADVANCED ENERGY MATERIALS" 4.916 "PHYSICAL_SCIENCES" 0.037 0.042
"NATURE ASTRONOMY" 4.912 "PHYSICAL_SCIENCES" 0.039 0.994
"NPJ QUANTUM INFORMATION" 4.873 "PHYSICAL_SCIENCES" 0.041 0.038
"APPLIED PHYSICS REVIEWS" 4.587 "PHYSICAL_SCIENCES" 0.043 0.04
"ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES" 4.272 "PHYSICAL_SCIENCES" 0.045 0.046
"LIGHT-SCIENCE & APPLICATIONS" 4.257 "PHYSICAL_SCIENCES" 0.047 0.048
"SPACE SCIENCE REVIEWS" 4.127 "PHYSICAL_SCIENCES" 0.049 0.052
"NANO LETTERS" 4.018 "PHYSICAL_SCIENCES" 0.051 0.05
"SURFACE SCIENCE REPORTS" 3.986 "PHYSICAL_SCIENCES" 0.053 0.044
"PROGRESS IN PARTICLE AND NUCLEAR PHYSICS" 3.887 "PHYSICAL_SCIENCES" 0.055 0.081
"OPTICA" 3.702 "PHYSICAL_SCIENCES" 0.057 0.056
"ADVANCED FUNCTIONAL MATERIALS" 3.398 "PHYSICAL_SCIENCES" 0.059 0.06
"PHYSICAL REVIEW LETTERS" 3.203 "PHYSICAL_SCIENCES" 0.061 0.063
"NANO ENERGY" 3.046 "PHYSICAL_SCIENCES" 0.063 0.067
"ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE" 3.02 "PHYSICAL_SCIENCES" 0.065 0.054
"LASER & PHOTONICS REVIEWS" 3.006 "PHYSICAL_SCIENCES" 0.067 0.062
"NEW ASTRONOMY REVIEWS" 2.896 "PHYSICAL_SCIENCES" 0.069 0.065
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY" 2.814 "PHYSICAL_SCIENCES" 0.071 0.058
"ASTROPHYSICAL JOURNAL LETTERS" 2.78 "PHYSICAL_SCIENCES" 0.073 0.073
"INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY" 2.752 "PHYSICAL_SCIENCES" 0.075 0.069
"PROGRESS IN SURFACE SCIENCE" 2.569 "PHYSICAL_SCIENCES" 0.076 0.077
"PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC" 2.422 "PHYSICAL_SCIENCES" 0.078 0.095
"JOURNAL OF PHYSICAL CHEMISTRY LETTERS" 2.41 "PHYSICAL_SCIENCES" 0.08 0.071
"SMALL" 2.2 "PHYSICAL_SCIENCES" 0.082 0.089
"ACS PHOTONICS" 2.2 "PHYSICAL_SCIENCES" 0.084 0.079
"NANOPHOTONICS" 2.188 "PHYSICAL_SCIENCES" 0.086 0.075
"CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE" 2.174 "PHYSICAL_SCIENCES" 0.088 0.087
"ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS" 2.102 "PHYSICAL_SCIENCES" 0.09 0.085
"PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA" 1.952 "PHYSICAL_SCIENCES" 0.092 0.119
"ADVANCED OPTICAL MATERIALS" 1.869 "PHYSICAL_SCIENCES" 0.094 0.097
"ASTRONOMICAL JOURNAL" 1.856 "PHYSICAL_SCIENCES" 0.096 0.107
"JOURNAL OF CHEMICAL THEORY AND COMPUTATION" 1.853 "PHYSICAL_SCIENCES" 0.098 0.103
"PHYSICAL REVIEW APPLIED" 1.832 "PHYSICAL_SCIENCES" 0.1 0.093
"PHYSICS OF THE DARK UNIVERSE" 1.821 "PHYSICAL_SCIENCES" 0.102 0.083
"CONTEMPORARY PHYSICS" 1.808 "PHYSICAL_SCIENCES" 0.104 0.099
"NANO RESEARCH" 1.796 "PHYSICAL_SCIENCES" 0.106 0.105
"ATOMIC DATA AND NUCLEAR DATA TABLES" 1.755 "PHYSICAL_SCIENCES" 0.108 0.157
"ASTRONOMY & ASTROPHYSICS" 1.735 "PHYSICAL_SCIENCES" 0.11 0.113
"MRS BULLETIN" 1.715 "PHYSICAL_SCIENCES" 0.112 0.091
"ASTROPHYSICAL JOURNAL" 1.712 "PHYSICAL_SCIENCES" 0.114 0.109
"ADVANCES IN PHYSICS-X" 1.704 "PHYSICAL_SCIENCES" 0.116 NA
"CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES" 1.686 "PHYSICAL_SCIENCES" 0.118 0.127
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY" 1.66 "PHYSICAL_SCIENCES" 0.12 0.133
"SOLID STATE PHYSICS" 1.633 "PHYSICAL_SCIENCES" 0.122 0.137
"ADVANCED ELECTRONIC MATERIALS" 1.611 "PHYSICAL_SCIENCES" 0.124 0.123
"NANOSCALE" 1.591 "PHYSICAL_SCIENCES" 0.125 0.111
"RIVISTA DEL NUOVO CIMENTO" 1.559 "PHYSICAL_SCIENCES" 0.127 0.198
"PHYSICS TODAY" 1.531 "PHYSICAL_SCIENCES" 0.129 0.117
"JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS" 1.515 "PHYSICAL_SCIENCES" 0.131 0.131
"APL PHOTONICS" 1.489 "PHYSICAL_SCIENCES" 0.133 NA
"NEW JOURNAL OF PHYSICS" 1.489 "PHYSICAL_SCIENCES" 0.135 0.121
"PROGRESS IN OPTICS" 1.456 "PHYSICAL_SCIENCES" 0.137 0.101
"APL MATERIALS" 1.409 "PHYSICAL_SCIENCES" 0.139 0.125
"MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY" 1.351 "PHYSICAL_SCIENCES" 0.141 0.139
"ANNALES HENRI POINCARE" 1.322 "PHYSICAL_SCIENCES" 0.143 0.149
"EUROPEAN PHYSICAL JOURNAL C" 1.295 "PHYSICAL_SCIENCES" 0.145 0.129
"QUANTUM SCIENCE AND TECHNOLOGY" 1.265 "PHYSICAL_SCIENCES" 0.147 NA
"ICARUS" 1.259 "PHYSICAL_SCIENCES" 0.149 0.167
"ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS" 1.255 "PHYSICAL_SCIENCES" 0.151 0.153
"NANO-MICRO LETTERS" 1.249 "PHYSICAL_SCIENCES" 0.153 0.232
"STRUCTURAL DYNAMICS-US" 1.237 "PHYSICAL_SCIENCES" 0.155 NA
"PHOTONICS RESEARCH" 1.236 "PHYSICAL_SCIENCES" 0.157 0.155
"IMAGE AND VISION COMPUTING" 1.236 "PHYSICAL_SCIENCES" 0.159 0.216
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA" 1.229 "PHYSICAL_SCIENCES" 0.161 0.135
"JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS" 1.227 "PHYSICAL_SCIENCES" 0.163 0.143
"JOURNAL OF SPACE WEATHER AND SPACE CLIMATE" 1.218 "PHYSICAL_SCIENCES" 0.165 0.183
"PROGRESS IN PHOTOVOLTAICS" 1.195 "PHYSICAL_SCIENCES" 0.167 0.151
"PHYSICS LETTERS B" 1.172 "PHYSICAL_SCIENCES" 0.169 0.141
"JOURNAL OF MATERIALS CHEMISTRY C" 1.159 "PHYSICAL_SCIENCES" 0.171 0.179
"ANNALEN DER PHYSIK" 1.151 "PHYSICAL_SCIENCES" 0.173 0.185
"COMPTES RENDUS PHYSIQUE" 1.115 "PHYSICAL_SCIENCES" 0.175 0.159
"FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS" 1.107 "PHYSICAL_SCIENCES" 0.176 0.165
"PHYSICAL REVIEW B" 1.089 "PHYSICAL_SCIENCES" 0.178 0.175
"CHINESE PHYSICS C" 1.084 "PHYSICAL_SCIENCES" 0.18 0.161
"ASTRONOMY AND COMPUTING" 1.083 "PHYSICAL_SCIENCES" 0.182 0.192
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS" 1.078 "PHYSICAL_SCIENCES" 0.184 0.22
"NEUROPHOTONICS" 1.078 "PHYSICAL_SCIENCES" 0.186 0.145
"JOURNAL OF FLUID MECHANICS" 1.078 "PHYSICAL_SCIENCES" 0.188 0.196
"JOURNAL OF HIGH ENERGY PHYSICS" 1.062 "PHYSICAL_SCIENCES" 0.19 0.169
"ULTRASCHALL IN DER MEDIZIN" 1.062 "PHYSICAL_SCIENCES" 0.192 0.177
"ASTROBIOLOGY" 1.061 "PHYSICAL_SCIENCES" 0.194 0.19
"NUCLEAR PHYSICS B" 1.048 "PHYSICAL_SCIENCES" 0.196 0.163
"ACTA ASTRONOMICA" 1.042 "PHYSICAL_SCIENCES" 0.198 0.171
"NANOSCALE AND MICROSCALE THERMOPHYSICAL ENGINEERING" 1.019 "PHYSICAL_SCIENCES" 0.2 0.234
"SOFT MATTER" 1.012 "PHYSICAL_SCIENCES" 0.202 0.181
"CLASSICAL AND QUANTUM GRAVITY" 1.006 "PHYSICAL_SCIENCES" 0.204 0.173
"JOURNAL OF SYNCHROTRON RADIATION" 0.996 "PHYSICAL_SCIENCES" 0.206 0.187
"REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA" 0.983 "PHYSICAL_SCIENCES" 0.208 0.204
"JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS" 0.975 "PHYSICAL_SCIENCES" 0.21 0.202
"JOURNAL OF MATHEMATICAL FLUID MECHANICS" 0.96 "PHYSICAL_SCIENCES" 0.212 0.206
"PHYSICAL REVIEW FLUIDS" 0.952 "PHYSICAL_SCIENCES" 0.214 0.256
"PHYSICAL CHEMISTRY CHEMICAL PHYSICS" 0.942 "PHYSICAL_SCIENCES" 0.216 0.188
"PHYSICAL REVIEW D" 0.939 "PHYSICAL_SCIENCES" 0.218 0.2
"NUCLEAR FUSION" 0.927 "PHYSICAL_SCIENCES" 0.22 0.258
"SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS" 0.92 "PHYSICAL_SCIENCES" 0.222 0.242
"PHYSICS OF FLUIDS" 0.92 "PHYSICAL_SCIENCES" 0.224 0.212
"OPTICS LETTERS" 0.918 "PHYSICAL_SCIENCES" 0.225 0.224
"SOLAR ENERGY MATERIALS AND SOLAR CELLS" 0.917 "PHYSICAL_SCIENCES" 0.227 0.228
"SOLAR PHYSICS" 0.915 "PHYSICAL_SCIENCES" 0.229 0.147
"ASTROPARTICLE PHYSICS" 0.899 "PHYSICAL_SCIENCES" 0.231 0.194
"PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN" 0.898 "PHYSICAL_SCIENCES" 0.233 0.276
"BIOMEDICAL OPTICS EXPRESS" 0.893 "PHYSICAL_SCIENCES" 0.235 0.208
"PLASMA PHYSICS AND CONTROLLED FUSION" 0.893 "PHYSICAL_SCIENCES" 0.237 0.292
"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS" 0.886 "PHYSICAL_SCIENCES" 0.239 0.272
"COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION" 0.885 "PHYSICAL_SCIENCES" 0.241 0.244
"APPLIED PHYSICS LETTERS" 0.866 "PHYSICAL_SCIENCES" 0.243 0.226
"PHYSICA D-NONLINEAR PHENOMENA" 0.863 "PHYSICAL_SCIENCES" 0.245 0.23
"JOURNAL OF ASTRONOMICAL TELESCOPES INSTRUMENTS AND SYSTEMS" 0.857 "PHYSICAL_SCIENCES" 0.247 0.389
"PHYSICS-USPEKHI" 0.856 "PHYSICAL_SCIENCES" 0.249 0.274
"JOURNAL OF PHYSICS-CONDENSED MATTER" 0.846 "PHYSICAL_SCIENCES" 0.251 0.268
"ULTRASONICS SONOCHEMISTRY" 0.84 "PHYSICAL_SCIENCES" 0.253 0.266
"JOURNAL OF CHEMICAL PHYSICS" 0.832 "PHYSICAL_SCIENCES" 0.255 0.252
"PHYSICAL REVIEW A" 0.829 "PHYSICAL_SCIENCES" 0.257 0.236
"OPTICS EXPRESS" 0.826 "PHYSICAL_SCIENCES" 0.259 0.238
"EUROPEAN PHYSICAL JOURNAL A" 0.819 "PHYSICAL_SCIENCES" 0.261 0.214
"JOURNAL OF BIOPHOTONICS" 0.816 "PHYSICAL_SCIENCES" 0.263 0.222
"JOURNAL OF SOUND AND VIBRATION" 0.807 "PHYSICAL_SCIENCES" 0.265 0.28
"GRANULAR MATTER" 0.807 "PHYSICAL_SCIENCES" 0.267 0.31
"PLASMA SOURCES SCIENCE & TECHNOLOGY" 0.804 "PHYSICAL_SCIENCES" 0.269 0.246
"EXPERIMENTAL THERMAL AND FLUID SCIENCE" 0.802 "PHYSICAL_SCIENCES" 0.271 0.294
"JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS" 0.797 "PHYSICAL_SCIENCES" 0.273 0.345
"JOURNAL OF LIGHTWAVE TECHNOLOGY" 0.795 "PHYSICAL_SCIENCES" 0.275 0.302
"PLANETARY AND SPACE SCIENCE" 0.795 "PHYSICAL_SCIENCES" 0.276 0.286
"PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS" 0.79 "PHYSICAL_SCIENCES" 0.278 0.304
"JOURNAL OF MAGNETIC RESONANCE" 0.781 "PHYSICAL_SCIENCES" 0.28 0.25
"IEEE TRANSACTIONS ON TERAHERTZ SCIENCE AND TECHNOLOGY" 0.779 "PHYSICAL_SCIENCES" 0.282 0.21
"PHYSICAL REVIEW E" 0.77 "PHYSICAL_SCIENCES" 0.284 0.27
"CHEMPHYSCHEM" 0.759 "PHYSICAL_SCIENCES" 0.286 0.26
"JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL" 0.755 "PHYSICAL_SCIENCES" 0.288 0.29
"SUPERCONDUCTOR SCIENCE & TECHNOLOGY" 0.746 "PHYSICAL_SCIENCES" 0.29 0.262
"NANOTECHNOLOGY" 0.744 "PHYSICAL_SCIENCES" 0.292 0.278
"ANNALS OF PHYSICS" 0.744 "PHYSICAL_SCIENCES" 0.294 0.254
"ADVANCES IN CHEMICAL PHYSICS" 0.743 "PHYSICAL_SCIENCES" 0.296 0.367
"BIOMICROFLUIDICS" 0.735 "PHYSICAL_SCIENCES" 0.298 0.288
"JOURNAL OF TURBULENCE" 0.731 "PHYSICAL_SCIENCES" 0.3 0.24
"INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY" 0.73 "PHYSICAL_SCIENCES" 0.302 0.405
"IEEE JOURNAL OF PHOTOVOLTAICS" 0.721 "PHYSICAL_SCIENCES" 0.304 0.218
"GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS" 0.717 "PHYSICAL_SCIENCES" 0.306 0.391
"PHYSICAL REVIEW C" 0.707 "PHYSICAL_SCIENCES" 0.308 0.312
"CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY" 0.704 "PHYSICAL_SCIENCES" 0.31 0.335
"HIGH POWER LASER SCIENCE AND ENGINEERING" 0.701 "PHYSICAL_SCIENCES" 0.312 0.313
"JOURNAL OF PHYSICS D-APPLIED PHYSICS" 0.701 "PHYSICAL_SCIENCES" 0.314 0.323
"FRONTIERS OF PHYSICS" 0.7 "PHYSICAL_SCIENCES" 0.316 0.337
"JOURNAL OF PHYSICAL CHEMISTRY A" 0.696 "PHYSICAL_SCIENCES" 0.318 0.296
"IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING" 0.691 "PHYSICAL_SCIENCES" 0.32 0.315
"APPLIED PHYSICS EXPRESS" 0.678 "PHYSICAL_SCIENCES" 0.322 0.317
"QUANTUM INFORMATION & COMPUTATION" 0.677 "PHYSICAL_SCIENCES" 0.324 0.248
"PHYSICAL REVIEW ACCELERATORS AND BEAMS" 0.675 "PHYSICAL_SCIENCES" 0.325 0.538
"MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING" 0.672 "PHYSICAL_SCIENCES" 0.327 0.284
"APPLIED SURFACE SCIENCE" 0.671 "PHYSICAL_SCIENCES" 0.329 0.357
"JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER" 0.67 "PHYSICAL_SCIENCES" 0.331 0.365
"ULTRASOUND IN MEDICINE AND BIOLOGY" 0.667 "PHYSICAL_SCIENCES" 0.333 0.325
"EXPERIMENTAL ASTRONOMY" 0.664 "PHYSICAL_SCIENCES" 0.335 0.282
"METROLOGIA" 0.662 "PHYSICAL_SCIENCES" 0.337 0.329
"ANNALES GEOPHYSICAE" 0.661 "PHYSICAL_SCIENCES" 0.339 0.369
"JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS" 0.657 "PHYSICAL_SCIENCES" 0.341 0.321
"EPL" 0.654 "PHYSICAL_SCIENCES" 0.343 0.327
"UNIVERSE" 0.652 "PHYSICAL_SCIENCES" 0.345 NA
"IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL" 0.646 "PHYSICAL_SCIENCES" 0.347 0.373
"PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS" 0.64 "PHYSICAL_SCIENCES" 0.349 0.264
"THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS" 0.64 "PHYSICAL_SCIENCES" 0.351 0.349
"NUCLEAR DATA SHEETS" 0.639 "PHYSICAL_SCIENCES" 0.353 0.3
"BEILSTEIN JOURNAL OF NANOTECHNOLOGY" 0.633 "PHYSICAL_SCIENCES" 0.355 0.306
"OPTICS AND LASERS IN ENGINEERING" 0.629 "PHYSICAL_SCIENCES" 0.357 0.385
"WAVE MOTION" 0.628 "PHYSICAL_SCIENCES" 0.359 0.381
"NANOSCALE RESEARCH LETTERS" 0.615 "PHYSICAL_SCIENCES" 0.361 0.355
"ULTRASONICS" 0.614 "PHYSICAL_SCIENCES" 0.363 0.353
"IEEE PHOTONICS JOURNAL" 0.611 "PHYSICAL_SCIENCES" 0.365 0.363
"JOURNAL OF OPTICS" 0.596 "PHYSICAL_SCIENCES" 0.367 0.377
"OPTICAL MATERIALS EXPRESS" 0.595 "PHYSICAL_SCIENCES" 0.369 0.347
"IEEE MAGNETICS LETTERS" 0.595 "PHYSICAL_SCIENCES" 0.371 0.339
"SOLID STATE NUCLEAR MAGNETIC RESONANCE" 0.592 "PHYSICAL_SCIENCES" 0.373 0.308
"ULTRASONIC IMAGING" 0.59 "PHYSICAL_SCIENCES" 0.375 0.458
"INTERNATIONAL JOURNAL OF MODERN PHYSICS D" 0.581 "PHYSICAL_SCIENCES" 0.376 0.343
"JOURNAL OF MOLECULAR LIQUIDS" 0.58 "PHYSICAL_SCIENCES" 0.378 0.393
"MICROFLUIDICS AND NANOFLUIDICS" 0.577 "PHYSICAL_SCIENCES" 0.38 0.331
"PLASMA PROCESSES AND POLYMERS" 0.576 "PHYSICAL_SCIENCES" 0.382 0.438
"SEMICONDUCTOR SCIENCE AND TECHNOLOGY" 0.576 "PHYSICAL_SCIENCES" 0.384 0.361
"EUROPEAN JOURNAL OF MECHANICS B-FLUIDS" 0.576 "PHYSICAL_SCIENCES" 0.386 0.319
"ORGANIC ELECTRONICS" 0.573 "PHYSICAL_SCIENCES" 0.388 0.341
"EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS" 0.571 "PHYSICAL_SCIENCES" 0.39 0.359
"IEEE TRANSACTIONS ON ELECTRON DEVICES" 0.564 "PHYSICAL_SCIENCES" 0.392 0.351
"JOURNAL OF BIOMEDICAL OPTICS" 0.562 "PHYSICAL_SCIENCES" 0.394 0.387
"JOURNAL OF PLASMA PHYSICS" 0.562 "PHYSICAL_SCIENCES" 0.396 0.514
"CHAOS SOLITONS & FRACTALS" 0.559 "PHYSICAL_SCIENCES" 0.398 0.427
"IEEE SENSORS JOURNAL" 0.558 "PHYSICAL_SCIENCES" 0.4 0.399
"PLASMA CHEMISTRY AND PLASMA PROCESSING" 0.558 "PHYSICAL_SCIENCES" 0.402 0.419
"LEUKOS" 0.55 "PHYSICAL_SCIENCES" 0.404 0.298
"EUROPEAN PHYSICAL JOURNAL E" 0.549 "PHYSICAL_SCIENCES" 0.406 0.333
"JOURNAL OF INFRARED MILLIMETER AND TERAHERTZ WAVES" 0.548 "PHYSICAL_SCIENCES" 0.408 0.375
"JOURNAL OF APPLIED PHYSICS" 0.544 "PHYSICAL_SCIENCES" 0.41 0.401
"NONLINEAR PROCESSES IN GEOPHYSICS" 0.544 "PHYSICAL_SCIENCES" 0.412 NA
"JOURNAL OF MOLECULAR SPECTROSCOPY" 0.541 "PHYSICAL_SCIENCES" 0.414 0.446
"MOLECULAR PHYSICS" 0.541 "PHYSICAL_SCIENCES" 0.416 0.433
"IEEE JOURNAL OF QUANTUM ELECTRONICS" 0.537 "PHYSICAL_SCIENCES" 0.418 0.484
"JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS" 0.53 "PHYSICAL_SCIENCES" 0.42 0.435
"INTERNATIONAL JOURNAL OF COMPUTATIONAL FLUID DYNAMICS" 0.528 "PHYSICAL_SCIENCES" 0.422 0.437
"RADIO SCIENCE" 0.523 "PHYSICAL_SCIENCES" 0.424 0.409
"IEEE PHOTONICS TECHNOLOGY LETTERS" 0.52 "PHYSICAL_SCIENCES" 0.425 0.431
"JOURNAL OF ULTRASOUND IN MEDICINE" 0.519 "PHYSICAL_SCIENCES" 0.427 0.45
