"Journal" "Ais" "Ford" "Quantile"
"PHYSICS AND CHEMISTRY OF LIQUIDS" 0.146 "PHYS SCIS" 0.869
"COSMIC RESEARCH" 0.141 "PHYS SCIS" 0.871
"TECHNICAL PHYSICS" 0.141 "PHYS SCIS" 0.873
"TECHNICAL PHYSICS LETTERS" 0.14 "PHYS SCIS" 0.875
"FULLERENES NANOTUBES AND CARBON NANOSTRUCTURES" 0.139 "PHYS SCIS" 0.877
"GRAVITATION & COSMOLOGY" 0.139 "PHYS SCIS" 0.879
"MODERN PHYSICS LETTERS B" 0.132 "PHYS SCIS" 0.881
"CHINESE JOURNAL OF PHYSICS" 0.131 "PHYS SCIS" 0.883
"PHYSICS OF ATOMIC NUCLEI" 0.129 "PHYS SCIS" 0.885
"INTERNATIONAL JOURNAL OF ACOUSTICS AND VIBRATION" 0.128 "PHYS SCIS" 0.887
"JOURNAL OF APPLIED MECHANICS AND TECHNICAL PHYSICS" 0.128 "PHYS SCIS" 0.889
"CHALCOGENIDE LETTERS" 0.127 "PHYS SCIS" 0.891
"CHINESE JOURNAL OF CHEMICAL PHYSICS" 0.123 "PHYS SCIS" 0.893
"RADIATION EFFECTS AND DEFECTS IN SOLIDS" 0.123 "PHYS SCIS" 0.895
"FERROELECTRICS" 0.121 "PHYS SCIS" 0.897
"FLUID DYNAMICS" 0.119 "PHYS SCIS" 0.899
"OPTICS AND SPECTROSCOPY" 0.119 "PHYS SCIS" 0.901
"OPTICA APPLICATA" 0.118 "PHYS SCIS" 0.903
"FERROELECTRICS LETTERS SECTION" 0.113 "PHYS SCIS" 0.905
"INDIAN JOURNAL OF PURE & APPLIED PHYSICS" 0.112 "PHYS SCIS" 0.907
"FIBER AND INTEGRATED OPTICS" 0.108 "PHYS SCIS" 0.909
"INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS" 0.108 "PHYS SCIS" 0.911
"MOSCOW UNIVERSITY PHYSICS BULLETIN" 0.108 "PHYS SCIS" 0.913
"SEMICONDUCTORS" 0.108 "PHYS SCIS" 0.915
"PHYSICS OF WAVE PHENOMENA" 0.107 "PHYS SCIS" 0.917
"KINEMATICS AND PHYSICS OF CELESTIAL BODIES" 0.102 "PHYS SCIS" 0.919
"MAPAN-JOURNAL OF METROLOGY SOCIETY OF INDIA" 0.102 "PHYS SCIS" 0.921
"SURFACE REVIEW AND LETTERS" 0.102 "PHYS SCIS" 0.923
"ACTA PHYSICA POLONICA A" 0.1 "PHYS SCIS" 0.925
"JOURNAL OF MAGNETICS" 0.1 "PHYS SCIS" 0.927
"JOURNAL OF NANO RESEARCH" 0.098 "PHYS SCIS" 0.929
"JOURNAL OF OVONIC RESEARCH" 0.097 "PHYS SCIS" 0.931
"UKRAINIAN JOURNAL OF PHYSICAL OPTICS" 0.097 "PHYS SCIS" 0.933
"JOURNAL OF NANOELECTRONICS AND OPTOELECTRONICS" 0.096 "PHYS SCIS" 0.935
"INTERNATIONAL JOURNAL OF SURFACE SCIENCE AND ENGINEERING" 0.094 "PHYS SCIS" 0.937
"UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN-SERIES A-APPLIED MATHEMATICS AND PHYSICS" 0.094 "PHYS SCIS" 0.938
"JOURNAL OF RUSSIAN LASER RESEARCH" 0.093 "PHYS SCIS" 0.94
"JOURNAL OF THE KOREAN PHYSICAL SOCIETY" 0.091 "PHYS SCIS" 0.942
"JOURNAL OF SEMICONDUCTOR TECHNOLOGY AND SCIENCE" 0.089 "PHYS SCIS" 0.944
"REVISTA MEXICANA DE FISICA" 0.086 "PHYS SCIS" 0.946
"ASTRONOMY & GEOPHYSICS" 0.083 "PHYS SCIS" 0.948
"ROMANIAN JOURNAL OF INFORMATION SCIENCE AND TECHNOLOGY" 0.082 "PHYS SCIS" 0.95
"RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY B" 0.081 "PHYS SCIS" 0.952
"BULLETIN OF THE LEBEDEV PHYSICS INSTITUTE" 0.079 "PHYS SCIS" 0.954
"ACTA PHYSICA SINICA" 0.071 "PHYS SCIS" 0.956
"PHYSICS WORLD" 0.065 "PHYS SCIS" 0.958
"OBSERVATORY" 0.064 "PHYS SCIS" 0.96
"RUSSIAN PHYSICS JOURNAL" 0.064 "PHYS SCIS" 0.962
"INTEGRATED FERROELECTRICS" 0.061 "PHYS SCIS" 0.964
"LASERS IN ENGINEERING" 0.059 "PHYS SCIS" 0.966
"OPTOELECTRONICS AND ADVANCED MATERIALS-RAPID COMMUNICATIONS" 0.059 "PHYS SCIS" 0.968
"JOURNAL OF OPTICAL TECHNOLOGY" 0.057 "PHYS SCIS" 0.97
"JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS" 0.055 "PHYS SCIS" 0.972
"JOURNAL OF INFRARED AND MILLIMETER WAVES" 0.044 "PHYS SCIS" 0.974
"LASER FOCUS WORLD" 0.042 "PHYS SCIS" 0.976
"SOUND AND VIBRATION" 0.042 "PHYS SCIS" 0.978
"LIGHT & ENGINEERING" 0.024 "PHYS SCIS" 0.98
"SOLID STATE TECHNOLOGY" 0.021 "PHYS SCIS" 0.982
"JOURNAL OF CONTEMPORARY PHYSICS-ARMENIAN ACADEMY OF SCIENCES" 0.019 "PHYS SCIS" 0.984
"CURRENT OPTICS AND PHOTONICS" 0 "PHYS SCIS" 0.986
"EARTH AND SPACE SCIENCE" 0 "PHYS SCIS" 0.988
"EPJ QUANTUM TECHNOLOGY" 0 "PHYS SCIS" 0.99
"JOURNAL OF HIGH ENERGY ASTROPHYSICS" 0 "PHYS SCIS" 0.992
"NATURE ASTRONOMY" 0 "PHYS SCIS" 0.994
"PHOTONIC SENSORS" 0 "PHYS SCIS" 0.996
"PHYSICS TEACHER" 0 "PHYS SCIS" 0.998
"SPIN" 0 "PHYS SCIS" 1
"NATURE" 22.537 "OTHER NAT SCIS" 0.016
"SCIENCE" 19.909 "OTHER NAT SCIS" 0.031
"NATURE COMMUNICATIONS" 5.685 "OTHER NAT SCIS" 0.047
"SCIENCE ADVANCES" 5.413 "OTHER NAT SCIS" 0.062
"GIGASCIENCE" 5.304 "OTHER NAT SCIS" 0.078
"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA" 4.531 "OTHER NAT SCIS" 0.094
"NATIONAL SCIENCE REVIEW" 4.198 "OTHER NAT SCIS" 0.109
"RESEARCH SYNTHESIS METHODS" 3.343 "OTHER NAT SCIS" 0.125
"SCIENTIFIC DATA" 2.596 "OTHER NAT SCIS" 0.141
"ANNALS OF THE NEW YORK ACADEMY OF SCIENCES" 1.597 "OTHER NAT SCIS" 0.156
"JOURNAL OF THE ROYAL SOCIETY INTERFACE" 1.474 "OTHER NAT SCIS" 0.172
"SCIENTIFIC REPORTS" 1.356 "OTHER NAT SCIS" 0.188
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES" 1.315 "OTHER NAT SCIS" 0.203
"PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES" 1.07 "OTHER NAT SCIS" 0.219
"SCIENCE BULLETIN" 1.037 "OTHER NAT SCIS" 0.234
"PLOS ONE" 1 "OTHER NAT SCIS" 0.25
"ROYAL SOCIETY OPEN SCIENCE" 0.947 "OTHER NAT SCIS" 0.266
"PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES" 0.826 "OTHER NAT SCIS" 0.281
"PEERJ" 0.82 "OTHER NAT SCIS" 0.297
"NPJ MICROGRAVITY" 0.675 "OTHER NAT SCIS" 0.312
"JOVE-JOURNAL OF VISUALIZED EXPERIMENTS" 0.599 "OTHER NAT SCIS" 0.328
"SCIENCE OF NATURE" 0.571 "OTHER NAT SCIS" 0.344
"SCIENTIFIC AMERICAN" 0.544 "OTHER NAT SCIS" 0.359
"MATHEMATICAL MODELLING OF NATURAL PHENOMENA" 0.491 "OTHER NAT SCIS" 0.375
"SCIENCE AND ENGINEERING ETHICS" 0.465 "OTHER NAT SCIS" 0.391
"COMPLEXITY" 0.448 "OTHER NAT SCIS" 0.406
"AMERICAN SCIENTIST" 0.437 "OTHER NAT SCIS" 0.422
"ISSUES IN SCIENCE AND TECHNOLOGY" 0.398 "OTHER NAT SCIS" 0.438
"INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS" 0.382 "OTHER NAT SCIS" 0.453
"SOUTH AFRICAN JOURNAL OF SCIENCE" 0.372 "OTHER NAT SCIS" 0.469
"JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND" 0.352 "OTHER NAT SCIS" 0.484
"FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY" 0.329 "OTHER NAT SCIS" 0.5
"SYMMETRY-BASEL" 0.328 "OTHER NAT SCIS" 0.516
"ENDEAVOUR" 0.297 "OTHER NAT SCIS" 0.531
"ADVANCES IN COMPLEX SYSTEMS" 0.281 "OTHER NAT SCIS" 0.547
"ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS" 0.275 "OTHER NAT SCIS" 0.562
"CURRENT SCIENCE" 0.264 "OTHER NAT SCIS" 0.578
"PROCEEDINGS OF THE ROMANIAN ACADEMY SERIES A-MATHEMATICS PHYSICS TECHNICAL SCIENCES INFORMATION SCIENCE" 0.251 "OTHER NAT SCIS" 0.594
"RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI" 0.234 "OTHER NAT SCIS" 0.609
"FRONTIERS IN LIFE SCIENCE" 0.212 "OTHER NAT SCIS" 0.625
"DISCRETE DYNAMICS IN NATURE AND SOCIETY" 0.204 "OTHER NAT SCIS" 0.641
"ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING" 0.186 "OTHER NAT SCIS" 0.656
"PROCEEDINGS OF THE ESTONIAN ACADEMY OF SCIENCES" 0.177 "OTHER NAT SCIS" 0.672
"SCIENTIST" 0.151 "OTHER NAT SCIS" 0.688
"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES" 0.14 "OTHER NAT SCIS" 0.703
"NATIONAL ACADEMY SCIENCE LETTERS-INDIA" 0.128 "OTHER NAT SCIS" 0.719
"IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY TRANSACTION A-SCIENCE" 0.123 "OTHER NAT SCIS" 0.734
"SCIENCEASIA" 0.116 "OTHER NAT SCIS" 0.75
"DEFENCE SCIENCE JOURNAL" 0.115 "OTHER NAT SCIS" 0.766
"MAEJO INTERNATIONAL JOURNAL OF SCIENCE AND TECHNOLOGY" 0.108 "OTHER NAT SCIS" 0.781
"TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA" 0.107 "OTHER NAT SCIS" 0.797
"SAINS MALAYSIANA" 0.094 "OTHER NAT SCIS" 0.812
"JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA" 0.091 "OTHER NAT SCIS" 0.828
"HERALD OF THE RUSSIAN ACADEMY OF SCIENCES" 0.085 "OTHER NAT SCIS" 0.844
"NEW SCIENTIST" 0.081 "OTHER NAT SCIS" 0.859
"KUWAIT JOURNAL OF SCIENCE" 0.079 "OTHER NAT SCIS" 0.875
"CHIANG MAI JOURNAL OF SCIENCE" 0.078 "OTHER NAT SCIS" 0.891
"ACTA SCIENTIARUM-TECHNOLOGY" 0.075 "OTHER NAT SCIS" 0.906
"INTERDISCIPLINARY SCIENCE REVIEWS" 0.052 "OTHER NAT SCIS" 0.922
"COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES" 0.027 "OTHER NAT SCIS" 0.938
"R&D MAGAZINE" 0.003 "OTHER NAT SCIS" 0.953
"JOURNAL OF ADVANCED RESEARCH" 0 "OTHER NAT SCIS" 0.969
"JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE" 0 "OTHER NAT SCIS" 0.984
"SCIENCE PROGRESS" 0 "OTHER NAT SCIS" 1
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY" 3.243 "OTHER ENG TECH" 0.002
"ANNUAL REVIEW OF ANALYTICAL CHEMISTRY" 3.005 "OTHER ENG TECH" 0.005
"ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING" 2.717 "OTHER ENG TECH" 0.007
"MASS SPECTROMETRY REVIEWS" 2.528 "OTHER ENG TECH" 0.009
"ANNUAL REVIEW OF FOOD SCIENCE AND TECHNOLOGY" 2.404 "OTHER ENG TECH" 0.012
"COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY" 2.048 "OTHER ENG TECH" 0.014
"SIAM JOURNAL ON IMAGING SCIENCES" 2.036 "OTHER ENG TECH" 0.017
"IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS" 2.025 "OTHER ENG TECH" 0.019
"IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE" 2.009 "OTHER ENG TECH" 0.021
"REMOTE SENSING OF ENVIRONMENT" 1.976 "OTHER ENG TECH" 0.024
"IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS" 1.801 "OTHER ENG TECH" 0.026
"IEEE TRANSACTIONS ON MEDICAL IMAGING" 1.732 "OTHER ENG TECH" 0.028
"TRENDS IN FOOD SCIENCE & TECHNOLOGY" 1.645 "OTHER ENG TECH" 0.031
"COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING" 1.622 "OTHER ENG TECH" 0.033
"GLOBAL FOOD SECURITY-AGRICULTURE POLICY ECONOMICS AND ENVIRONMENT" 1.514 "OTHER ENG TECH" 0.036
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING" 1.509 "OTHER ENG TECH" 0.038
"CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION" 1.478 "OTHER ENG TECH" 0.04
"IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING" 1.23 "OTHER ENG TECH" 0.043
"PRODUCTION AND OPERATIONS MANAGEMENT" 1.209 "OTHER ENG TECH" 0.045
"COMBUSTION AND FLAME" 1.202 "OTHER ENG TECH" 0.047
"NMR IN BIOMEDICINE" 1.191 "OTHER ENG TECH" 0.05
"INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE" 1.162 "OTHER ENG TECH" 0.052
"ULTRAMICROSCOPY" 1.156 "OTHER ENG TECH" 0.055
"MOLECULAR NUTRITION & FOOD RESEARCH" 1.141 "OTHER ENG TECH" 0.057
"INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE" 1.131 "OTHER ENG TECH" 0.059
"IEEE-ASME TRANSACTIONS ON MECHATRONICS" 1.093 "OTHER ENG TECH" 0.062
"JOURNAL OF SYNCHROTRON RADIATION" 1.078 "OTHER ENG TECH" 0.064
"FOOD POLICY" 1.07 "OTHER ENG TECH" 0.066
"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING" 1.043 "OTHER ENG TECH" 0.069
"JOURNAL OF PRODUCT INNOVATION MANAGEMENT" 1.037 "OTHER ENG TECH" 0.071
"COMPUTERS & OPERATIONS RESEARCH" 1.027 "OTHER ENG TECH" 0.073
"JOURNAL OF ENGINEERING EDUCATION" 1.011 "OTHER ENG TECH" 0.076
"RELIABILITY ENGINEERING & SYSTEM SAFETY" 1.01 "OTHER ENG TECH" 0.078
"CHEMICAL SENSES" 0.985 "OTHER ENG TECH" 0.081
"FOOD ENGINEERING REVIEWS" 0.981 "OTHER ENG TECH" 0.083
"FOOD HYDROCOLLOIDS" 0.981 "OTHER ENG TECH" 0.085
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS" 0.972 "OTHER ENG TECH" 0.088
"JOURNAL OF BIOMOLECULAR NMR" 0.972 "OTHER ENG TECH" 0.09
"FOOD MICROBIOLOGY" 0.966 "OTHER ENG TECH" 0.092
"JOURNAL OF QUALITY TECHNOLOGY" 0.966 "OTHER ENG TECH" 0.095
"STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION" 0.954 "OTHER ENG TECH" 0.097
"TECHNOVATION" 0.942 "OTHER ENG TECH" 0.1
"STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL" 0.93 "OTHER ENG TECH" 0.102
"FLEXIBLE SERVICES AND MANUFACTURING JOURNAL" 0.924 "OTHER ENG TECH" 0.104
"IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS" 0.912 "OTHER ENG TECH" 0.107
"COMPOSITES PART B-ENGINEERING" 0.903 "OTHER ENG TECH" 0.109
"FOOD CHEMISTRY" 0.899 "OTHER ENG TECH" 0.111
"IET CONTROL THEORY AND APPLICATIONS" 0.897 "OTHER ENG TECH" 0.114
"COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING" 0.895 "OTHER ENG TECH" 0.116
"FOOD RESEARCH INTERNATIONAL" 0.882 "OTHER ENG TECH" 0.118
"INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY" 0.877 "OTHER ENG TECH" 0.121
"JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS" 0.875 "OTHER ENG TECH" 0.123
"JOURNAL OF MAGNETIC RESONANCE" 0.85 "OTHER ENG TECH" 0.126
"IIE TRANSACTIONS" 0.841 "OTHER ENG TECH" 0.128
"IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING" 0.838 "OTHER ENG TECH" 0.13
"BIOINSPIRATION & BIOMIMETICS" 0.831 "OTHER ENG TECH" 0.133
"FOOD REVIEWS INTERNATIONAL" 0.825 "OTHER ENG TECH" 0.135
"APPLIED SPECTROSCOPY REVIEWS" 0.814 "OTHER ENG TECH" 0.137
"FOOD QUALITY AND PREFERENCE" 0.813 "OTHER ENG TECH" 0.14
"JOURNAL OF MATERIALS PROCESSING TECHNOLOGY" 0.804 "OTHER ENG TECH" 0.142
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS" 0.794 "OTHER ENG TECH" 0.145
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY" 0.791 "OTHER ENG TECH" 0.147
"ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING" 0.79 "OTHER ENG TECH" 0.149
"TOXINS" 0.788 "OTHER ENG TECH" 0.152
"FOOD SECURITY" 0.787 "OTHER ENG TECH" 0.154
"SENSORS AND ACTUATORS B-CHEMICAL" 0.787 "OTHER ENG TECH" 0.156
"IEEE GEOSCIENCE AND REMOTE SENSING LETTERS" 0.786 "OTHER ENG TECH" 0.159
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY" 0.783 "OTHER ENG TECH" 0.161
"SMART MATERIALS AND STRUCTURES" 0.772 "OTHER ENG TECH" 0.164
"COMPUTERS & INDUSTRIAL ENGINEERING" 0.771 "OTHER ENG TECH" 0.166
"ISA TRANSACTIONS" 0.767 "OTHER ENG TECH" 0.168
"CURRENT OPINION IN FOOD SCIENCE" 0.764 "OTHER ENG TECH" 0.171
"INNOVATIVE FOOD SCIENCE & EMERGING TECHNOLOGIES" 0.762 "OTHER ENG TECH" 0.173
"JOURNAL OF FOOD ENGINEERING" 0.75 "OTHER ENG TECH" 0.175
"OPTIMIZATION AND ENGINEERING" 0.749 "OTHER ENG TECH" 0.178
"FOOD CONTROL" 0.745 "OTHER ENG TECH" 0.18
"SAFETY SCIENCE" 0.743 "OTHER ENG TECH" 0.182
"APPLIED MATHEMATICAL MODELLING" 0.742 "OTHER ENG TECH" 0.185
"STRUCTURAL CONTROL & HEALTH MONITORING" 0.742 "OTHER ENG TECH" 0.187
"SOLID STATE NUCLEAR MAGNETIC RESONANCE" 0.738 "OTHER ENG TECH" 0.19
"JOURNAL OF ELASTICITY" 0.737 "OTHER ENG TECH" 0.192
"ADVANCED ENGINEERING INFORMATICS" 0.735 "OTHER ENG TECH" 0.194
"FOOD & FUNCTION" 0.735 "OTHER ENG TECH" 0.197
"HUMAN FACTORS" 0.729 "OTHER ENG TECH" 0.199
"JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY" 0.727 "OTHER ENG TECH" 0.201
"FOOD AND CHEMICAL TOXICOLOGY" 0.722 "OTHER ENG TECH" 0.204
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE" 0.719 "OTHER ENG TECH" 0.206
"JOURNAL OF MICROSCOPY" 0.718 "OTHER ENG TECH" 0.209
"INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING-GREEN TECHNOLOGY" 0.715 "OTHER ENG TECH" 0.211
"ADVANCES IN ENGINEERING SOFTWARE" 0.713 "OTHER ENG TECH" 0.213
"CIRP ANNALS-MANUFACTURING TECHNOLOGY" 0.711 "OTHER ENG TECH" 0.216
"JOURNAL OF MANUFACTURING SYSTEMS" 0.708 "OTHER ENG TECH" 0.218
"JOURNAL OF FUNCTIONAL FOODS" 0.707 "OTHER ENG TECH" 0.22
"EURASIP JOURNAL ON IMAGE AND VIDEO PROCESSING" 0.705 "OTHER ENG TECH" 0.223
"MEAT SCIENCE" 0.697 "OTHER ENG TECH" 0.225
"FOOD AND BIOPROCESS TECHNOLOGY" 0.687 "OTHER ENG TECH" 0.227
"ENGINEERING" 0.686 "OTHER ENG TECH" 0.23
"METROLOGIA" 0.686 "OTHER ENG TECH" 0.232
"HISTOCHEMISTRY AND CELL BIOLOGY" 0.684 "OTHER ENG TECH" 0.235
"JOURNAL OF FOOD COMPOSITION AND ANALYSIS" 0.682 "OTHER ENG TECH" 0.237
"LWT-FOOD SCIENCE AND TECHNOLOGY" 0.681 "OTHER ENG TECH" 0.239
"MICROFLUIDICS AND NANOFLUIDICS" 0.677 "OTHER ENG TECH" 0.242
"FOOD AND ENERGY SECURITY" 0.674 "OTHER ENG TECH" 0.244
"FOODBORNE PATHOGENS AND DISEASE" 0.673 "OTHER ENG TECH" 0.246
"FOOD AND NUTRITION BULLETIN" 0.672 "OTHER ENG TECH" 0.249
"MICROSCOPY AND MICROANALYSIS" 0.671 "OTHER ENG TECH" 0.251
"FOOD & NUTRITION RESEARCH" 0.669 "OTHER ENG TECH" 0.254
"IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT" 0.668 "OTHER ENG TECH" 0.256
"FOOD AND BIOPRODUCTS PROCESSING" 0.664 "OTHER ENG TECH" 0.258
"POSTHARVEST BIOLOGY AND TECHNOLOGY" 0.664 "OTHER ENG TECH" 0.261
"JOURNAL OF SCHEDULING" 0.638 "OTHER ENG TECH" 0.263
"SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY" 0.637 "OTHER ENG TECH" 0.265
"3D PRINTING AND ADDITIVE MANUFACTURING" 0.634 "OTHER ENG TECH" 0.268
"MICROSCOPY" 0.633 "OTHER ENG TECH" 0.27
"ANNUAL REPORTS ON NMR SPECTROSCOPY" 0.625 "OTHER ENG TECH" 0.273
"JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER" 0.62 "OTHER ENG TECH" 0.275
"JOURNAL OF CEREAL SCIENCE" 0.604 "OTHER ENG TECH" 0.277
"JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA" 0.599 "OTHER ENG TECH" 0.28
"JOURNAL OF MASS SPECTROMETRY" 0.599 "OTHER ENG TECH" 0.282
"APPLIED ERGONOMICS" 0.598 "OTHER ENG TECH" 0.284
"JOURNAL OF GUIDANCE CONTROL AND DYNAMICS" 0.596 "OTHER ENG TECH" 0.287
"CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS" 0.595 "OTHER ENG TECH" 0.289
"ERGONOMICS" 0.582 "OTHER ENG TECH" 0.291
"INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION" 0.582 "OTHER ENG TECH" 0.294
"JOURNAL OF ASTRONOMICAL TELESCOPES INSTRUMENTS AND SYSTEMS" 0.579 "OTHER ENG TECH" 0.296
"RESEARCH IN ENGINEERING DESIGN" 0.578 "OTHER ENG TECH" 0.299
"JOURNAL OF INTELLIGENT MANUFACTURING" 0.576 "OTHER ENG TECH" 0.301
"PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY" 0.574 "OTHER ENG TECH" 0.303
"INTERNATIONAL JOURNAL OF CRITICAL INFRASTRUCTURE PROTECTION" 0.572 "OTHER ENG TECH" 0.306
"ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS" 0.564 "OTHER ENG TECH" 0.308
"IEEE SENSORS JOURNAL" 0.564 "OTHER ENG TECH" 0.31
"JOURNAL OF DAIRY SCIENCE" 0.562 "OTHER ENG TECH" 0.313
"RAPID COMMUNICATIONS IN MASS SPECTROMETRY" 0.562 "OTHER ENG TECH" 0.315
"PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING" 0.557 "OTHER ENG TECH" 0.318
"SENSORS" 0.554 "OTHER ENG TECH" 0.32
"MICRON" 0.549 "OTHER ENG TECH" 0.322
"INTERNATIONAL DAIRY JOURNAL" 0.546 "OTHER ENG TECH" 0.325
"SENSORS AND ACTUATORS A-PHYSICAL" 0.545 "OTHER ENG TECH" 0.327
"INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH" 0.544 "OTHER ENG TECH" 0.329
"JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE" 0.542 "OTHER ENG TECH" 0.332
"JOURNAL OF ENGINEERING DESIGN" 0.537 "OTHER ENG TECH" 0.334
"INTERNATIONAL JOURNAL OF MASS SPECTROMETRY" 0.531 "OTHER ENG TECH" 0.336
"CHEMOSENSORY PERCEPTION" 0.525 "OTHER ENG TECH" 0.339
"JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT" 0.524 "OTHER ENG TECH" 0.341
"JOURNAL OF RAMAN SPECTROSCOPY" 0.522 "OTHER ENG TECH" 0.344
"RESEARCH-TECHNOLOGY MANAGEMENT" 0.522 "OTHER ENG TECH" 0.346
"PLANT FOODS FOR HUMAN NUTRITION" 0.521 "OTHER ENG TECH" 0.348
"AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH" 0.515 "OTHER ENG TECH" 0.351
"ENGINEERING OPTIMIZATION" 0.514 "OTHER ENG TECH" 0.353
"JOURNAL OF MOLECULAR SPECTROSCOPY" 0.514 "OTHER ENG TECH" 0.355
"JOURNAL OF MICROELECTROMECHANICAL SYSTEMS" 0.506 "OTHER ENG TECH" 0.358
"INTERNATIONAL JOURNAL OF REMOTE SENSING" 0.503 "OTHER ENG TECH" 0.36
"JOURNAL OF FOOD SCIENCE" 0.499 "OTHER ENG TECH" 0.363
"REVIEW OF SCIENTIFIC INSTRUMENTS" 0.494 "OTHER ENG TECH" 0.365
"EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY" 0.492 "OTHER ENG TECH" 0.367
"INTEGRATED COMPUTER-AIDED ENGINEERING" 0.484 "OTHER ENG TECH" 0.37
"DESIGN STUDIES" 0.481 "OTHER ENG TECH" 0.372
"JOURNAL OF BIOSCIENCE AND BIOENGINEERING" 0.476 "OTHER ENG TECH" 0.374
"IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT" 0.474 "OTHER ENG TECH" 0.377
"REMOTE SENSING LETTERS" 0.473 "OTHER ENG TECH" 0.379
"DAIRY SCIENCE & TECHNOLOGY" 0.471 "OTHER ENG TECH" 0.382
"MEASUREMENT SCIENCE AND TECHNOLOGY" 0.471 "OTHER ENG TECH" 0.384
"MICROMACHINES" 0.47 "OTHER ENG TECH" 0.386
